	gene_expression	copy_number
EXT1	2.877744249949002	1.2754695210858238
SOCS1	5.135042286233651	0.9684976317914116
SS18L1	4.090853430451113	1.0538338736999258
TERT	2.9240998856407416	0.9258976247049198
FANCD2	6.091276694365222	1.0005195935333653
HOXC13	0.0	0.9902422235650676
CCND3	8.995371450572195	1.161243178676347
MAFB	0.01435529297707	1.0538338736999258
EED	5.55581615506164	0.9845882089950873
CD74	0.4329594072761063	0.9080167338614572
VHL	5.999098033705607	1.0005195935333653
CYSLTR2	0.933572638261024	0.9659022209885288
BCR	4.573495715495609	0.9855357432440168
IL7R	2.1984941536390834	0.9941772978146778
HOOK3	3.6926503700355298	1.2823154689351417
PREX2	0.0	1.2823154689351417
CBFA2T3	5.44028782084042	0.9684976317914116
PRKACA	5.872089989334793	0.9948248155454325
TSC1	4.177917792195843	0.9795929038000762
PAFAH1B2	4.362469888750209	0.9845882089950873
KMT2C	5.113533819591914	1.0166368335443707
PTPRK	0.3448284969974411	1.1463391820688764
BCL2	4.508428652531857	0.9886946460157896
CPEB3	0.9107326619029126	0.982422897501884
FH	6.035403969942067	0.9981097399610188
CIC	5.148120631123964	0.9948248155454325
ETV4	0.1890338243900171	1.0010934140337535
NKX2-1	0.0	1.0060039412880206
MSH6	6.180505943794759	0.9456369842385568
RARA	4.013462259806563	1.0010934140337535
EPAS1	1.4276061727818994	0.9456369842385568
BRAF	3.19377174339668	0.9946614142181512
IRF4	0.1890338243900171	1.161243178676347
FAM135B	0.0	1.2754695210858238
SDHC	6.868019977116388	0.9981097399610188
ERBB2	2.3103401206121505	1.0010934140337535
CNBD1	0.0	1.2851840511259436
PRKAR1A	6.653346692722177	1.3062232676062204
NF1	4.325530331567558	1.0010934140337535
RBM10	5.881909289047191	0.5705264076963275
RHOA	9.13316790576114	0.9831960177634556
KNSTRN	5.660780334032546	1.010109675391368
SLC45A3	0.1634987322828795	0.9981097399610188
BARD1	4.040015678847879	0.8816849257257835
PRDM16	3.997292407636508	0.9981097399610188
CRNKL1	4.163498732282879	1.0538338736999258
CCR7	5.433627167084783	1.0010934140337535
RET	0.0	0.982422897501884
ZNF429	3.16349873228288	0.9948248155454325
ZMYM2	5.106013237622119	0.9673500263605512
CTCF	6.309067020588001	0.9684976317914116
CD274	0.7824085649273732	0.9839735176969906
ITK	6.13709360897494	0.9080167338614572
LEF1	9.840416024489777	0.9872141640110458
STAT3	5.673556423990145	1.0010934140337535
MTOR	5.334496768390418	0.9981097399610188
GMPS	5.481234349528531	0.9831960177634556
CBLC	0.0285691521967709	0.9947142187057854
MUTYH	5.588864518190148	0.9981097399610188
BCL9L	3.7729413378313352	0.9845882089950873
MAP2K2	7.180704840195555	1.1588508453942146
HNF1A	0.01435529297707	0.9902422235650676
CYLD	3.2555007331483865	0.9684976317914116
RNF213	6.981510200851319	1.3062232676062204
PML	6.105594275795191	1.0493579694225283
CUL3	5.493455200926176	0.8816849257257835
RAD17	4.777682717073553	0.9941772978146778
FKBP9	1.0426443374084935	0.9946614142181512
EML4	4.1586601753464985	0.9456369842385568
BRD4	5.284662185483165	0.9948248155454325
DEK	7.664482840364682	1.161243178676347
PAX8	0.2868811477881615	0.925876310761584
BRIP1	5.196134880765161	1.3062232676062204
STAT5B	6.363521543546545	1.0010934140337535
TSHR	3.7037651787934096	0.98943794800582
JAK2	1.967168607532628	0.9839735176969906
FIP1L1	6.635173946674924	0.9770317928001996
BMPR1A	0.070389327891398	0.982422897501884
HMGA1	8.476057595677544	1.161243178676347
MAP3K1	1.1505596765753812	0.9941772978146778
AXIN2	4.217230716220669	1.3062232676062204
KAT6A	5.47021145739054	1.2823154689351417
SALL4	0.0	1.0538338736999258
FGFR1	6.782670658677007	1.2823154689351417
PPP6C	4.716442236843321	0.986924792900314
TFE3	3.880685525261125	0.5705264076963275
LRIG3	0.0285691521967709	0.9902422235650676
