	gene_expression	copy_number
EXT1	4.658782734012828	0.8608423644940761
SOCS1	0.4329594072761063	0.8406180115751432
SS18L1	4.023255352300303	1.0552842737151054
TERT	3.578938713093386	1.1538159348505417
FANCD2	5.279471295644468	0.8622866226452051
HOXC13	1.6870606883398924	0.8614527658012995
CCND3	4.857483428286672	1.135659013376061
MAFB	0.0426443374084937	1.0484336610605816
EED	4.914564523493939	1.14408959753887
CD74	0.5753123306874368	1.1340055710933263
VHL	4.428946344769483	0.8622866226452051
CYSLTR2	0.01435529297707	0.7477148724643402
BCR	3.857980995127572	0.8767810667789893
IL7R	0.0565835283663675	1.1497475485804007
HOOK3	3.003602236680196	1.0495719464345628
PREX2	0.2016338611696504	0.8608423644940761
CBFA2T3	2.38404980679516	0.8518968503921646
PRKACA	5.524189078449365	0.8328329148327519
TSC1	3.853995647176393	0.8615638227180958
PAFAH1B2	5.3125199674749455	1.1377231344950278
KMT2C	4.681449265314958	1.380693018899478
PTPRK	3.111031312388744	1.1565278935933567
BCL2	1.2448870591235344	0.9681842427074034
CPEB3	0.7048719644563528	0.9731437187883476
FH	6.978767651036788	1.107553963490682
CIC	5.2502036564992975	1.0154609678293447
ETV4	4.787641414483327	0.8379543314375197
NKX2-1	0.3673710656485294	0.9773954104615538
MSH6	6.519321734629434	1.1515738062580758
RARA	2.3476656563009706	0.8379543314375197
EPAS1	0.1890338243900171	1.1515738062580758
BRAF	3.771885578515366	1.380693018899478
IRF4	0.070389327891398	1.1442264841226475
FAM135B	0.0285691521967709	0.8608423644940761
SDHC	7.701341120882624	1.276375322178816
ERBB2	5.93569546303184	0.8379543314375197
CNBD1	0.0	0.8608423644940761
PRKAR1A	6.8072261042495015	1.1273116737982023
NF1	4.348374075191163	1.144643232940509
RBM10	5.153400027735061	0.6397826173721026
RHOA	8.45129354919362	0.8582873339112271
KNSTRN	6.284662185483165	0.8606217449692062
SLC45A3	2.700439718141092	1.2996565930975137
BARD1	3.1602748314085933	1.141351933275582
PRDM16	1.9297909977185967	1.1427908045395656
CRNKL1	3.625270489374693	0.8553768478015455
CCR7	0.0565835283663675	0.8379543314375197
RET	1.9411063109464315	0.9731594182418154
ZNF429	2.611172380044005	0.8328329148327519
ZMYM2	4.733354340613827	0.7515415774897667
CTCF	4.569855608330948	0.8518968503921646
CD274	0.1634987322828795	1.063657252674391
ITK	0.0	1.1340055710933263
LEF1	0.0565835283663675	0.8594268052021783
STAT3	5.221490455042056	0.8379543314375197
MTOR	5.834913429701039	1.112990061802061
GMPS	5.678635347822744	0.8659677440616366
CBLC	0.0565835283663675	1.0154609678293447
MUTYH	4.749534267669262	1.1465085932919
BCL9L	4.812498225333564	1.1377231344950278
MAP2K2	6.238404739325079	0.8328329148327519
HNF1A	0.0285691521967709	1.1265960773709829
CYLD	2.0874628412503395	0.8518968503921646
RNF213	5.412442824775613	1.1273116737982023
PML	3.169925001442312	0.8606217449692062
CUL3	6.166916251569974	1.141351933275582
RAD17	4.010779838753242	1.1497475485804007
FKBP9	8.065550770955017	1.3887397607400769
EML4	4.816087658600206	1.1515738062580758
BRD4	4.308156975114762	0.8328329148327519
DEK	6.71218305120923	0.9627311728212248
PAX8	0.0976107966264223	0.8576463072026095
BRIP1	3.655351828612554	1.1350701060658883
STAT5B	3.894332742277694	0.8379543314375197
TSHR	0.1634987322828795	1.046633652878146
JAK2	2.353323291162897	1.063657252674391
FIP1L1	5.605553595494403	0.8594268052021783
BMPR1A	4.460742563789644	0.9731437187883476
HMGA1	8.15835722604901	1.135659013376061
MAP3K1	1.3219280948873624	1.1497475485804007
AXIN2	2.978195629681652	1.1350701060658883
KAT6A	3.465974464504069	1.0495719464345628
SALL4	3.938285791884053	1.0552842737151054
FGFR1	4.926948247949772	1.0495719464345628
PPP6C	3.745237332129749	0.8582590854923529
TFE3	4.871350840634026	0.6397826173721026
LRIG3	1.9411063109464315	0.8629027238732838
NFKB2	5.367720513401452	0.9731437187883476
TEC	1.5310694927259538	0.8576019414051357
ELF3	0.2868811477881615	1.2996565930975137
EPS15	4.257010618206024	1.1465085932919
USP6	0.2265085298086797	1.092254185178778
ARHGEF10	5.0759604132434015	1.0439888304897804
ATIC	7.495615223849099	1.141351933275582
HIF1A	5.786073551578548	1.149536631603474
SRSF3	8.171026639443138	1.135659013376061
ARHGAP5	3.903038270112912	1.052209293255108
RPL22	9.031714985287708	1.112990061802061
TFPT	4.730639955916791	1.0154609678293447
PDCD1LG2	0.0	1.063657252674391
GNAS	9.84622689173391	1.0552842737151054
CEP89	4.635173946674924	1.1180743756629574
ARID1B	5.259272487037594	1.1450414551075163
PLAG1	0.3103401206121505	1.154943851849215
RAC1	7.775577360930653	1.3791930129491452
HOXA11	1.1699250014423124	1.3791930129491452
RANBP17	3.2063306478710496	1.1340055710933263
STAG1	3.111031312388744	0.8659677440616366
GRM3	0.2016338611696504	1.603572000745906
SPECC1	3.323370069061269	0.9152734900532564
NBN	3.849999259466098	0.8608423644940761
NFIB	3.286881147788161	0.9828007594997868
USP44	2.241840183564671	1.144508504311414
SLC34A2	0.0426443374084937	0.8576019414051357
ARID1A	5.937344392150233	1.112990061802061
