	gene_expression	copy_number
EXT1	4.899659026377443	0.9948248155454325
SOCS1	1.01435529297707	1.0282487601860102
SS18L1	5.159064008810545	1.376611541366365
TERT	2.2957230245399685	1.0892378688346491
FANCD2	5.173926931999809	0.9901056632609
HOXC13	3.095924419998536	1.0432515061090029
CCND3	5.661350569233997	0.9958350294158748
MAFB	0.1634987322828795	1.376611541366365
EED	5.581049900945041	1.0121820015709193
CD74	4.121844297876376	1.078892183248221
VHL	5.489928219405183	0.9901056632609
CYSLTR2	0.0	0.9920694179848104
BCR	4.769771739249448	0.8406838112299164
IL7R	0.3561438102252753	1.0892378688346491
HOOK3	2.9467308601403097	0.9923712769557108
PREX2	0.01435529297707	0.9948248155454325
CBFA2T3	0.070389327891398	1.092266397581495
PRKACA	4.5855634984556914	0.7053990237935188
TSC1	4.550900664647523	0.9321105685079834
PAFAH1B2	5.4495613746132365	1.0468457038682444
KMT2C	4.806324057390029	0.8517398886388421
PTPRK	5.44857062600553	1.0464479388090315
BCL2	1.3617683594191536	0.8400202476859117
CPEB3	1.0840642647884746	0.8543977175488318
FH	6.436961337833602	1.0689937153900435
CIC	5.206721357430888	1.4224898831574606
ETV4	4.725741156503952	1.0225317460770615
NKX2-1	0.0565835283663675	1.0983659139079334
MSH6	5.220716891998917	1.0375754362239151
RARA	3.90977310414164	1.0225317460770615
EPAS1	7.287897032697134	1.0375754362239151
BRAF	3.1060132376221192	0.8635894095276495
IRF4	0.2141248053528473	1.191787981409412
FAM135B	0.0	0.9948248155454325
SDHC	7.285679633542632	0.9880370142085778
ERBB2	6.41006969175638	1.0225317460770615
CNBD1	0.0	0.9948248155454325
PRKAR1A	6.76633013095037	1.141766355023928
NF1	4.936402377725063	1.074777818371998
RBM10	5.04745114041639	0.9511636232241402
RHOA	7.73376105819606	0.6080727668345307
KNSTRN	5.947432389471365	1.0109200175109838
SLC45A3	3.534808661231747	1.0689937153900435
BARD1	3.082361969557473	0.93969746309075
PRDM16	0.1110313123887439	0.9068015017925158
CRNKL1	4.268284666520996	1.0944921705812738
CCR7	2.488000770834068	1.0225317460770615
RET	0.2265085298086797	0.8556631415008077
ZNF429	1.0840642647884746	0.7053990237935188
ZMYM2	4.750606504835592	0.994331679298472
CTCF	5.293885430302371	1.088338194054108
CD274	2.3673710656485296	0.6352877564605095
ITK	0.0840642647884745	1.078892183248221
LEF1	0.6415460290875237	0.8660097177279602
STAT3	5.299391206126829	1.0225317460770615
MTOR	5.351557662450426	0.9068015017925158
GMPS	6.080231272019264	1.0490659955262338
CBLC	5.607922067261143	1.4224898831574606
MUTYH	4.975905273523699	0.9872766045696796
BCL9L	4.524189078449365	1.0468457038682444
MAP2K2	5.555509427083257	0.7053990237935188
HNF1A	0.1243281350022017	1.04228765053218
CYLD	3.512226886513957	1.088338194054108
RNF213	7.397974049326774	1.0410061432143365
PML	4.921245888585589	1.0109200175109838
CUL3	4.218781167784069	0.4587152296117989
RAD17	4.372255648445787	1.078892183248221
FKBP9	5.299757511839318	1.131326183590756
EML4	5.167117030227439	1.0375754362239151
BRD4	4.111031312388744	0.7053990237935188
DEK	7.168321115739722	1.191787981409412
PAX8	0.8155754288625725	0.93969746309075
BRIP1	4.204766750654613	1.141766355023928
STAT5B	5.348728154231077	1.0225317460770615
TSHR	0.1890338243900171	1.0983659139079334
JAK2	1.713695814843359	0.6352877564605095
FIP1L1	5.707911254185168	0.880655597079999
BMPR1A	3.1176950426697547	0.6056221377898978
HMGA1	7.673273736609817	0.9958350294158748
MAP3K1	2.954196310386876	1.0892378688346491
AXIN2	0.2750070474998698	1.141766355023928
KAT6A	3.9873208659292536	0.9923712769557108
SALL4	0.0426443374084937	1.376611541366365
FGFR1	1.91456452349394	0.9923712769557108
PPP6C	4.419538891513785	0.9321105685079834
TFE3	4.927422428739871	0.9511636232241402
LRIG3	3.665620164066381	1.0432515061090029
NFKB2	4.680324356844016	0.8397400158293795
TEC	0.8639384504239714	0.7935546128038742
ELF3	8.069046911268172	1.0689937153900435
EPS15	4.893362210763872	0.9872766045696796
USP6	0.1243281350022017	1.074777818371998
ARHGEF10	3.7147950111181625	0.9923712769557108
ATIC	7.514516816454006	0.93969746309075
HIF1A	6.668601379971863	1.0983659139079334
SRSF3	8.542683674891025	0.9958350294158748
ARHGAP5	4.61706334388818	1.0983659139079334
RPL22	9.357552004618084	0.9068015017925158
TFPT	5.833902076669164	1.4224898831574606
PDCD1LG2	0.879705766282288	0.6352877564605095
GNAS	9.394484131227294	1.376611541366365
CEP89	5.138323004056484	1.4224898831574606
ARID1B	4.5496691707264905	1.0464479388090315
PLAG1	2.070389327891398	0.9948248155454325
RAC1	8.151574729766406	1.131326183590756
HOXA11	0.5260688116675876	1.131326183590756
RANBP17	2.625270489374693	1.078892183248221
STAG1	3.563158130402808	1.0490659955262338
GRM3	0.0	1.131326183590756
SPECC1	5.066950243924628	1.074777818371998
NBN	4.863938450423972	0.9948248155454325
NFIB	1.3785116232537298	0.6352877564605095
USP44	2.4195388915137843	1.04228765053218
SLC34A2	0.0840642647884745	0.7935546128038742
ARID1A	5.4063325778217095	0.9068015017925158
COX6C	8.609030951311192	0.9948248155454325
EP300	4.725195817226664	0.8406838112299164
SUZ12	4.942045259916046	1.074777818371998
TPM3	8.481476554689998	0.9880370142085778
ID3	7.038589819794531	0.9068015017925158
FOXL2	1.867896463992655	1.0490659955262338
BIRC3	2.4802651220544627	1.0121820015709193
LATS1	3.37851162325373	1.0464479388090315
HMGA2	1.4750848829487828	1.0432515061090029
ZNRF3	1.948600847493356	0.8406838112299164
MDM2	6.355615382757959	1.0432515061090029
DDX5	9.208136793246029	1.141766355023928
ASXL2	3.550900664647523	1.0375754362239151
EIF1AX	6.578183968090094	0.9511636232241402
ELF4	5.377123749129487	0.925828947695896
STK11	5.14934066928622	0.7053990237935188
MYC	5.777682717073553	0.9948248155454325
PBRM1	3.819668183496456	0.6203519875854597
NCKIPSD	3.2942531364445142	0.6080727668345307
PAX7	0.0285691521967709	0.9068015017925158
BAZ1A	4.963474123974886	1.0983659139079334
HOXD13	0.0285691521967709	0.93969746309075
CLIP1	5.486392594275964	1.04228765053218
BCL7A	3.8629472480209217	1.04228765053218
STAT6	7.519007147833402	1.0432515061090029
CHCHD7	6.165510018041353	0.9948248155454325
RGS7	0.0	1.0689937153900435
SKI	3.922197848396367	0.9068015017925158
JAK3	0.7136958148433591	0.7053990237935188
MDS2	0.0	0.9068015017925158
ACKR3	5.920293300211007	0.904379201563133
RUNX1T1	0.0285691521967709	0.9948248155454325
CDKN1B	5.269781238274379	1.0432515061090029
CNBP	7.645298163948631	1.0490659955262338
ATRX	4.980939266085512	0.5606066248588877
ELL	2.454175893185802	0.7053990237935188
CLTCL1	2.1858665453113337	0.8406838112299164
FLT3	0.0	0.994331679298472
FBXW7	3.4019034716079584	0.8660097177279602
FGFR2	3.3701642805402097	0.8635975170524856
LARP4B	4.6959938131099	0.8556631415008077
FAT3	0.2509615735332188	1.0121820015709193
HLF	0.0976107966264223	1.141766355023928
VTI1A	3.989139007368233	0.8635975170524856
PAX3	0.070389327891398	0.93969746309075
FAM47C	0.0	0.9511636232241402
SDHAF2	5.83541884047548	1.0121820015709193
ZNF479	0.0	1.131326183590756
MLH1	5.074248523347032	0.9901056632609
MYOD1	0.0	0.6707581288254123
XPA	4.720825666089835	0.9321105685079834
HOXD11	0.1243281350022017	0.93969746309075
PRRX1	0.2141248053528473	1.0689937153900435
DNMT3A	3.190614860209497	1.0375754362239151
STIL	3.605257262939004	0.9872766045696796
SH2B3	2.438292851579147	1.04228765053218
TCF3	4.795974694206668	0.7053990237935188
KIF5B	5.083213368248981	0.8556631415008077
KRAS	4.098453246309274	1.0432515061090029
CD79A	0.8237493603082727	1.4224898831574606
KIT	0.2016338611696504	0.880655597079999
ZNF331	6.11582397743624	1.4224898831574606
TLX1	0.0	0.8397400158293795
ASPSCR1	5.147306698780294	1.1238395013365223
TRRAP	4.125981653854716	0.8635894095276495
DROSHA	6.223036337901875	1.0892378688346491
HOXA9	1.4276061727818994	1.131326183590756
WWTR1	4.438292851579147	1.0490659955262338
ERCC5	5.9233869155047145	0.9768000912618724
TFG	6.675392543042777	1.0490659955262338
BAP1	4.818646082822539	0.6203519875854597
MAPK1	5.23687524536694	0.8406838112299164
CEBPA	4.740387932468353	1.4224898831574606
FOXP1	3.63575439127776	1.0490659955262338
MITF	2.859969548221026	1.0490659955262338
MUC4	1.948600847493356	1.0490659955262338
PCSK7	5.633431210355632	1.0468457038682444
OMD	0.0840642647884745	1.0125173356671546
FCRL4	0.0	0.9880370142085778
POLD1	6.181698911096105	1.4224898831574606
NF2	3.992768430768924	0.8406838112299164
EZR	7.374952519389256	1.0464479388090315
TOP1	6.187846909439575	1.376611541366365
SMAD3	7.142209191389236	1.0109200175109838
FLNA	8.15891258450803	0.8931929952796562
COL3A1	0.8718436485093178	0.93969746309075
CTNNA2	0.0	1.0375754362239151
CDC73	4.7527485914071335	1.0689937153900435
NFKBIE	3.4154882710497003	0.9958350294158748
ETV5	3.521050736900963	1.0490659955262338
MNX1	2.114367024952	0.8517398886388421
FANCA	6.364572432295856	1.092266397581495
RB1	4.618238655595454	0.9920694179848104
AR	0.0285691521967709	0.9511636232241402
PTPRD	0.0426443374084937	0.6352877564605095
BCL2L12	6.172327491657617	1.4224898831574606
MYCN	0.1243281350022017	1.0375754362239151
NBEA	1.1043366598147355	0.6422622372807563
LATS2	2.948600847493356	0.994331679298472
APOBEC3B	4.680324356844016	0.8406838112299164
ARHGEF12	5.690137692986635	1.0468457038682444
CARD11	5.3269687115878925	1.131326183590756
LMO2	1.5058909297299572	0.6707581288254123
ATR	5.231509210867047	1.0490659955262338
CDKN2C	4.403267722339301	0.9872766045696796
LIFR	0.0565835283663675	1.0892378688346491
PTPRT	0.0	1.376611541366365
DAXX	5.263785613890803	0.9958350294158748
TBL1XR1	5.442943495848728	1.0490659955262338
MLLT11	3.812498225333564	0.9880370142085778
PMS2	3.700439718141092	1.131326183590756
ERBB3	6.486392594275964	1.0432515061090029
LCK	0.3561438102252753	0.9872766045696796
CSF3R	0.879705766282288	0.9872766045696796
HOXC11	0.0285691521967709	1.0432515061090029
FANCE	3.261530815243406	0.9958350294158748
CCR4	0.0426443374084937	0.9901056632609
N4BP2	2.565597175854225	0.7935546128038742
RUNX1	4.5861642459309095	1.0324918402079108
LASP1	6.975790660213538	1.0225317460770615
QKI	4.868390453054454	1.0464479388090315
SRC	7.625270489374693	1.376611541366365
TFEB	2.1210154009613658	0.9958350294158748
MSI2	5.881909289047191	1.141766355023928
RGPD3	0.070389327891398	0.93969746309075
BCLAF1	6.285217246102088	1.0464479388090315
SPOP	5.173926931999809	1.141766355023928
SND1	5.581953750848818	0.8635894095276495
MYH9	7.108210793326365	0.8406838112299164
CCNE1	4.210232990095849	1.4224898831574606
SFPQ	8.443399448085641	0.9872766045696796
LRP1B	0.0285691521967709	0.93969746309075
AFF4	4.618238655595454	1.078892183248221
SIRPA	1.0772429989324606	1.0708935621977946
BCL10	3.651912744645783	0.9872766045696796
PTEN	4.217230716220669	0.6056221377898978
PRDM1	1.752748591407134	1.0464479388090315
FGFR4	1.5897634869849773	1.078892183248221
DDR2	0.1243281350022017	1.0689937153900435
PWWP2A	3.104336659814736	1.078892183248221
SYK	4.324810603420484	1.0125173356671546
BLM	3.554588851677637	1.0109200175109838
KIAA1549	2.0107798387532423	0.8635894095276495
ARNT	4.280956313831056	0.9880370142085778
CNOT3	6.10936055940423	1.4224898831574606
RSPO2	0.0426443374084937	0.9948248155454325
SETD1B	3.643856189774725	1.04228765053218
TTL	4.568640195419223	0.93969746309075
NCOR1	5.793375711264754	1.074777818371998
ZMYM3	3.975446765640962	0.9511636232241402
BUB1B	5.2671612180222604	1.0109200175109838
DNAJB1	5.592756010441026	0.7053990237935188
RABEP1	4.581953750848818	1.074777818371998
POU2AF1	0.3561438102252753	1.0121820015709193
CDH17	0.7398481026993274	0.9948248155454325
CANT1	5.908332569782425	1.141766355023928
NTHL1	4.628773595201645	1.0149951274427036
HIP1	2.704871964456353	1.131326183590756
S100A7	0.3219280948873623	0.9880370142085778
CDK4	6.7692427951405385	1.0432515061090029
SDHD	7.007419783571914	1.0121820015709193
CDK6	2.792855352362489	1.131326183590756
CUX1	4.404630684217612	0.8635894095276495
CYP2C8	0.6959938131099002	0.8543977175488318
MEN1	5.25285462595139	1.0121820015709193
NR4A3	0.3219280948873623	0.9321105685079834
CACNA1D	2.1795110502715103	0.6203519875854597
ARHGEF10L	4.907371413823563	0.9068015017925158
FEN1	6.178117045706399	1.0121820015709193
NPM1	9.94269043303178	1.078892183248221
CHD4	6.940284229009073	1.0432515061090029
TMEM127	4.97223312380739	0.93969746309075
CDKN2A	0.8953026213333066	3.3568198520190895e-08
RAF1	5.96185480763616	0.9901056632609
ABL2	2.472487771462744	1.0689937153900435
ROS1	0.0285691521967709	1.0464479388090315
MAP3K13	4.074676686294496	1.0490659955262338
ACVR2A	3.0373822220030804	0.93969746309075
SPEN	5.8494989317201815	0.9068015017925158
ERC1	3.028569152196771	1.0432515061090029
FAT1	7.096767854714689	1.253843155316558
BTG1	4.937815168803419	1.04228765053218
CTNNB1	6.802580986072204	0.9901056632609
CDKN1A	6.6543496090231775	0.9958350294158748
NAB2	3.583759753639499	1.0432515061090029
FLI1	0.2265085298086797	1.0468457038682444
MALT1	3.1521834190550453	0.8400202476859117
RPN1	7.241840183564671	1.0490659955262338
PRF1	0.0976107966264223	0.6114849732315824
MN1	0.1505596765753814	0.8406838112299164
HLA-A	7.916297490718395	0.9958350294158748
PER1	3.0513721017210256	1.074777818371998
RSPO3	0.0	1.0464479388090315
FNBP1	3.669026765509631	0.9321105685079834
FCGR2B	0.070389327891398	0.9880370142085778
SUFU	2.929790997718597	0.8397400158293795
NCOA2	3.823749360308273	0.9948248155454325
HNRNPA2B1	9.688110404648889	1.131326183590756
HRAS	5.48767927890162	0.6431954983918473
MLLT10	4.496334513417112	0.8556631415008077
PTPRB	2.37851162325373	1.0432515061090029
KDR	0.070389327891398	0.880655597079999
TMPRSS2	2.4329594072761065	1.0324918402079108
AXIN1	4.608809242675524	0.9989099121418952
POLQ	3.750606504835592	1.0490659955262338
FOXO1	1.632268215499513	0.6422622372807563
PTK6	4.583158003874408	1.376611541366365
KDM6A	5.0716768737518585	0.9511636232241402
SRSF2	8.65338252316937	1.141766355023928
MYB	1.2016338611696504	1.0464479388090315
JAK1	5.873813198359088	0.9872766045696796
MLF1	4.275007047499869	1.0490659955262338
MYCL	3.893362210763872	0.9872766045696796
CREB3L2	3.938285791884053	0.8635894095276495
PTCH1	3.158660175346498	0.9321105685079834
CASP9	4.050501697446727	0.9068015017925158
ETNK1	4.587364990936461	1.0432515061090029
NOTCH2	4.448900951145128	0.9880370142085778
HOXA13	1.9745293124838816	1.131326183590756
PLCG1	7.118006651089027	1.376611541366365
SMARCB1	5.873813198359088	0.8406838112299164
NCOA1	3.468583317006828	1.0375754362239151
XPC	5.816855662366487	0.9901056632609
PPFIBP1	5.783718557790366	1.0432515061090029
IGF2BP2	2.8619553641448694	1.0490659955262338
RNF43	0.2016338611696504	1.141766355023928
BCORL1	1.6507645591169022	0.925828947695896
CIITA	0.918386234446348	1.0282487601860102
CXCR4	0.8155754288625725	0.93969746309075
CAMTA1	5.859721128927965	0.9068015017925158
ASXL1	6.184478671187091	1.376611541366365
TP53	5.582556003014061	1.074777818371998
SS18	5.908332569782425	0.8400202476859117
B2M	10.517078805452076	1.0109200175109838
ESR1	0.1243281350022017	1.0464479388090315
RECQL4	6.31015831794782	0.9948248155454325
TPR	6.267723051627423	1.0689937153900435
PICALM	6.705977901682522	1.0121820015709193
JUN	4.804776377955828	0.9872766045696796
NOTCH1	5.457791260256042	0.9321105685079834
MGMT	4.025028794491522	0.8635975170524856
SMARCA4	5.683415747030431	0.7053990237935188
RMI2	5.199672344836364	1.0282487601860102
NUTM2A	0.7570232465074596	0.6056221377898978
BTK	0.5849625007211562	0.5606066248588877
AFF1	3.3146965256562866	0.8660097177279602
ACSL6	0.0840642647884745	1.078892183248221
RPL10	10.29657212092761	0.8931929952796562
PMS1	4.398487190018967	0.93969746309075
MAP2K4	4.3045110418099535	1.074777818371998
STRN	3.560714954474479	1.0375754362239151
BCOR	3.5310694927259543	0.9511636232241402
EBF1	0.1505596765753814	1.078892183248221
MAX	5.54101915313356	1.0983659139079334
FANCF	2.643856189774725	0.6707581288254123
TNC	0.7824085649273732	0.9321105685079834
CRTC1	2.3305584000308026	0.7053990237935188
CHST11	2.8257856274647914	1.04228765053218
VAV1	0.2265085298086797	0.7053990237935188
FOXR1	0.0	1.0468457038682444
ATM	5.252476214135217	1.0121820015709193
