	gene_expression	copy_number
EXT1	4.332707933640605	0.989308412811426
SOCS1	0.411426245726465	1.0046610050596576
SS18L1	4.098453246309274	1.0119299211376882
TERT	2.954196310386876	0.997889046638246
FANCD2	4.848497755385146	0.9931707406791048
HOXC13	1.4854268271702415	1.005328805154972
CCND3	8.145677455195635	1.0012810682697966
MAFB	0.137503523749935	1.0119299211376882
EED	4.176322772640463	0.99620749793414
CD74	1.4329594072761065	0.9991372581172508
VHL	5.124328135002202	0.9931707406791048
CYSLTR2	0.0	0.9976234606568009
BCR	4.1026581313637385	1.0028132375519532
IL7R	1.5753123306874368	0.997889046638246
HOOK3	3.718087583960517	0.9902332846716376
PREX2	0.0976107966264223	0.9902332846716376
CBFA2T3	2.1009776477248208	1.0046610050596576
PRKACA	6.59290547379686	1.0165286106991842
TSC1	4.169123281476757	0.998913909123933
PAFAH1B2	5.210232990095849	0.99620749793414
KMT2C	4.431622959713292	1.0013080924869662
PTPRK	1.933572638261024	1.0012810682697966
BCL2	0.6507645591169022	0.995662041455813
CPEB3	1.565597175854225	0.9949533577375048
FH	6.246598103057115	1.0021866546196665
CIC	5.320484678017694	1.0165286106991842
ETV4	6.430117974892026	1.0047312325462956
NKX2-1	1.4905701304462011	1.0011959953299363
MSH6	5.3063351601979765	0.9948865940740668
RARA	3.237257770900372	1.0047312325462956
EPAS1	0.4329594072761063	0.9948865940740668
BRAF	3.2854022188622483	1.0013080924869662
IRF4	0.137503523749935	0.9921544492254192
FAM135B	0.070389327891398	0.989308412811426
SDHC	7.093179846765504	1.0021866546196665
ERBB2	7.068993188613084	1.0047312325462956
CNBD1	0.0	0.989308412811426
PRKAR1A	7.372865060112588	1.0034902116260989
NF1	4.94626298433245	1.0047312325462956
RBM10	5.534186139090097	0.968054703269576
RHOA	9.14447980661588	0.994603132280118
KNSTRN	5.77663042305105	1.0029264621112426
SLC45A3	2.565597175854225	1.0021866546196665
BARD1	2.250961573533219	0.9948865940740668
PRDM16	2.523561956057013	1.0045827555753506
CRNKL1	3.973611275519472	1.0119299211376882
CCR7	0.0426443374084937	1.0047312325462956
RET	1.0772429989324606	0.9949533577375048
ZNF429	2.9818526532897405	1.0165286106991842
ZMYM2	5.229587922740652	0.9976234606568009
CTCF	5.2253520607761015	1.0046610050596576
CD274	0.0565835283663675	0.998913909123933
ITK	0.01435529297707	0.9991372581172508
LEF1	0.0976107966264223	0.985541682798776
STAT3	5.537917249034082	1.0047312325462956
MTOR	5.04176864995163	1.0045827555753506
GMPS	5.643856189774724	0.994603132280118
CBLC	0.5260688116675876	1.0165286106991842
MUTYH	4.195347598322219	1.0021866546196665
BCL9L	3.8972404255748	0.99620749793414
MAP2K2	6.818773885014313	1.0165286106991842
HNF1A	0.0285691521967709	1.005328805154972
CYLD	3.10936055940423	1.0046610050596576
RNF213	5.576522137920503	1.0034902116260989
PML	3.669026765509631	0.9976214639554856
CUL3	6.333781500631152	0.9948865940740668
RAD17	4.329123596291566	0.997889046638246
FKBP9	7.615004241635032	0.9982745330670912
EML4	4.491853096329675	0.9948865940740668
BRD4	5.00943675560809	1.0165286106991842
DEK	7.02945288578697	0.9921544492254192
PAX8	1.510961919277379	0.9948865940740668
BRIP1	3.187451054027326	1.0034902116260989
STAT5B	4.328405658958567	1.0047312325462956
TSHR	0.4005379295837288	1.0011959953299363
JAK2	2.204766750654613	0.998913909123933
FIP1L1	5.330558400030802	0.9952418723202204
BMPR1A	6.205157883920094	0.9949533577375048
HMGA1	7.15532422905059	1.0012810682697966
MAP3K1	1.565597175854225	0.997889046638246
AXIN2	4.178714641175443	1.0034902116260989
KAT6A	4.14649230697719	0.9902332846716376
SALL4	2.702657543390911	1.0119299211376882
FGFR1	6.726967416706032	0.9902332846716376
PPP6C	4.623515741490549	0.998913909123933
TFE3	4.790772037862	0.968054703269576
LRIG3	0.3448284969974411	1.005328805154972
NFKB2	4.679761573516853	0.9949533577375048
TEC	1.6644828403646823	0.9952418723202204
ELF3	0.8155754288625725	1.0021866546196665
EPS15	4.157852169141737	1.0021866546196665
USP6	0.2141248053528473	1.0047312325462956
ARHGEF10	4.706530552538117	0.9721427544768204
ATIC	7.057991722759176	0.9948865940740668
HIF1A	5.779522386743769	1.0011959953299363
SRSF3	8.546354312512236	1.0012810682697966
ARHGAP5	4.324810603420484	1.0011959953299363
RPL22	9.478830278118163	1.0045827555753506
TFPT	4.301587646603187	1.0165286106991842
PDCD1LG2	0.070389327891398	0.998913909123933
GNAS	9.882612483465149	1.0119299211376882
CEP89	4.460742563789644	1.0165286106991842
ARID1B	5.20906339534927	1.0012810682697966
PLAG1	0.5655971758542251	0.9902332846716376
RAC1	7.890021020258591	0.9982745330670912
HOXA11	0.0285691521967709	0.9982745330670912
RANBP17	3.125981653854716	0.9991372581172508
STAG1	4.03121873061072	0.994603132280118
GRM3	0.0285691521967709	1.0013080924869662
SPECC1	1.560714954474479	1.0047312325462956
NBN	4.730639955916791	0.989308412811426
NFIB	5.345538310070007	0.998913909123933
USP44	5.539469034749887	1.005328805154972
SLC34A2	0.2750070474998698	0.9882259405705834
ARID1A	5.804260115634738	1.0021866546196665
COX6C	8.52297378113242	0.989308412811426
EP300	5.384395238388068	1.005101487867034
SUZ12	5.20006486151431	1.0047312325462956
TPM3	9.537800797791029	1.0021866546196665
ID3	9.541774232383904	1.0021866546196665
FOXL2	0.0976107966264223	0.994603132280118
BIRC3	2.15704371014558	0.99620749793414
LATS1	3.748461233004035	1.0012810682697966
HMGA2	8.201192752458429	1.005328805154972
ZNRF3	3.0373822220030804	1.005101487867034
MDM2	5.663629258814752	1.005328805154972
DDX5	8.94269043303178	1.0034902116260989
ASXL2	3.726831217032493	0.9948865940740668
EIF1AX	6.682573297347578	0.968054703269576
ELF4	3.085764553778314	0.968054703269576
STK11	4.899659026377443	1.0165286106991842
MYC	5.247547806890298	0.989308412811426
PBRM1	4.777682717073553	0.994603132280118
NCKIPSD	4.321928094887363	0.994603132280118
PAX7	0.01435529297707	1.0021866546196665
BAZ1A	4.356848079236522	1.0011959953299363
HOXD13	0.0	0.9948865940740668
CLIP1	4.908332569782425	1.005328805154972
BCL7A	3.9476661567960094	1.005328805154972
STAT6	6.052676724303575	1.005328805154972
CHCHD7	3.5360529002402097	0.9902332846716376
RGS7	0.01435529297707	1.0021866546196665
SKI	4.1440463696167065	1.0045827555753506
JAK3	1.9597701552114672	1.0165286106991842
MDS2	0.0976107966264223	1.0021866546196665
ACKR3	0.0565835283663675	0.9948865940740668
RUNX1T1	0.5558161550616396	0.989308412811426
CDKN1B	4.473137487772256	1.005328805154972
CNBP	8.103182881320745	0.994603132280118
ATRX	5.350850805483376	0.968054703269576
ELL	2.495695162624069	1.0165286106991842
CLTCL1	2.8135246892978105	1.0028132375519532
FLT3	0.0	0.9976234606568009
FBXW7	3.62993940943954	0.985541682798776
FGFR2	0.4541758931858021	0.9949533577375048
LARP4B	5.121429908948958	0.9949533577375048
FAT3	0.4854268271702416	0.99620749793414
HLF	0.0	1.0034902116260989
VTI1A	3.6848187375532224	0.9949533577375048
PAX3	0.0426443374084937	0.9948865940740668
FAM47C	0.0	0.968054703269576
SDHAF2	5.786596361890807	0.99620749793414
ZNF479	0.0	0.9982745330670912
MLH1	5.571373435973201	0.994603132280118
MYOD1	0.0	0.99620749793414
XPA	4.174725987706133	0.998913909123933
HOXD11	0.0	0.9948865940740668
PRRX1	0.1243281350022017	1.0021866546196665
DNMT3A	3.2539892662307865	0.9948865940740668
STIL	4.108524456778169	1.0021866546196665
SH2B3	2.2203299548795554	1.005328805154972
TCF3	6.9740703670240265	1.0165286106991842
KIF5B	6.511120100851014	0.9949533577375048
KRAS	4.183486514459391	1.005328805154972
CD79A	0.6229303509201767	1.0165286106991842
KIT	0.0840642647884745	0.9952418723202204
ZNF331	3.4581194811745064	1.0165286106991842
TLX1	0.0	0.9949533577375048
ASPSCR1	4.571676809970931	1.0034902116260989
TRRAP	4.805292455600712	1.0013080924869662
DROSHA	5.535430914871279	0.997889046638246
HOXA9	0.2868811477881615	0.9982745330670912
WWTR1	3.065227622775619	0.994603132280118
ERCC5	4.377123749129487	0.9976234606568009
TFG	6.954312652070007	0.994603132280118
