	gene_expression	copy_number
EXT1	1.5360529002402097	1.7922530992222487
SOCS1	0.3895668117627256	1.0090019103186718
SS18L1	3.983677694698067	1.1341781390362635
TERT	2.726831217032493	0.9256963403051492
FANCD2	5.79259510251225	0.9821907972780134
HOXC13	0.2016338611696504	0.7490921959102235
CCND3	7.297558281168186	1.104462436514449
MAFB	0.0976107966264223	1.1341781390362635
EED	4.496334513417112	0.7977343998571855
CD74	8.043847540438906	0.9256963403051492
VHL	4.9954845188775066	0.9821907972780134
CYSLTR2	0.2868811477881615	1.006555325722867
BCR	4.177120502846516	0.9964907783366193
IL7R	0.3219280948873623	0.9256963403051492
HOOK3	2.780310099043376	1.125438747342162
PREX2	0.01435529297707	1.2115633809310038
CBFA2T3	5.397118409042582	1.0766556607107554
PRKACA	4.69265037003553	1.0228222064148431
TSC1	3.9001422603598166	1.1325320986770848
PAFAH1B2	4.376429311069923	0.9267907564535052
KMT2C	4.5453506448223	0.9730858285867318
PTPRK	2.327687364176047	1.0798493148706512
BCL2	4.888986721186558	1.0915285076833443
CPEB3	0.9486008474933558	1.0854866921198831
FH	6.82273014794452	1.3447931191621567
CIC	4.189824558880018	0.7426267687355048
ETV4	4.843481425432457	1.0308616903898795
NKX2-1	0.918386234446348	0.917922368709239
MSH6	5.080231272019264	1.0114924123811424
RARA	5.066089190457772	1.0308616903898795
EPAS1	0.9560566524124028	1.0114924123811424
BRAF	3.0	0.9730858285867318
IRF4	0.7739963251111731	0.953644521887176
FAM135B	0.070389327891398	1.5253445457715349
SDHC	7.526303606206455	1.3668386075923196
ERBB2	1.8953026213333068	1.0308616903898795
CNBD1	0.0	1.2115633809310038
PRKAR1A	6.104755986962257	1.0308616903898795
NF1	3.807354922057604	1.0402066035859092
RBM10	4.839455765224628	0.7166199208926111
RHOA	8.727886428335509	0.9821907972780134
KNSTRN	5.655351828612554	1.1103967594938444
SLC45A3	3.085764553778314	1.3447931191621567
BARD1	3.0426443374084937	0.9637199677490876
PRDM16	0.2141248053528473	0.9908347987275812
CRNKL1	3.868884273028773	0.9516638812365956
CCR7	0.7311832415722002	1.0308616903898795
RET	3.423578170981797	1.0854866921198831
ZNF429	2.957914598632985	1.007111441188809
ZMYM2	4.063502942306158	1.006555325722867
CTCF	5.36702153323231	1.0766556607107554
CD274	0.1110313123887439	1.1229966312329729
ITK	0.0	0.9256963403051492
LEF1	1.0840642647884746	0.9592565828002504
STAT3	5.323009710612814	1.0308616903898795
MTOR	4.641546029087524	0.9908347987275812
GMPS	6.093602428795734	0.9821907972780134
CBLC	0.0565835283663675	0.7426267687355048
MUTYH	4.71259578044703	0.98693321553934
BCL9L	3.2172307162206693	0.9267907564535052
MAP2K2	6.200261079813271	1.0228222064148431
HNF1A	0.0285691521967709	0.7490921959102235
CYLD	2.833902076669163	1.0063032096488955
RNF213	4.309612772454123	1.0308616903898795
PML	4.663913842115978	1.1103967594938444
CUL3	5.463033855317493	0.9637199677490876
RAD17	4.256255873202732	0.9256963403051492
FKBP9	3.959770155211468	0.9730858285867318
EML4	3.581351247168777	1.0114924123811424
BRD4	4.71918344048179	1.0228222064148431
DEK	7.10925607307133	0.953644521887176
PAX8	0.0976107966264223	0.9637199677490876
