	gene_expression	copy_number
EXT1	4.622344722724236	1.026166065289686
SOCS1	0.5655971758542251	1.100874842029493
SS18L1	3.595742339474399	0.9886574415178108
TERT	1.298658315564515	0.782188481037383
FANCD2	4.902073579310743	0.7888132558995893
HOXC13	2.8933622107638715	1.2676580351246265
CCND3	4.8594726668519375	0.9412619415197128
MAFB	1.1634987322828796	1.2469732796566546
EED	5.92552476974757	1.4900937140841712
CD74	1.7311832415722	1.038274104709635
VHL	4.748461233004035	0.7888132558995893
CYSLTR2	0.0	0.8516386773989496
BCR	5.607626220845488	1.3048144934997907
IL7R	0.2750070474998698	0.782188481037383
HOOK3	2.6158870739160567	0.7378165706214275
PREX2	0.01435529297707	1.026166065289686
CBFA2T3	4.959770155211468	1.1274602518415184
PRKACA	5.542258049766918	1.039592805333164
TSC1	3.4646682670034443	0.9570975143436328
PAFAH1B2	6.110405006739277	1.436795116178942
KMT2C	4.084914659767938	1.0683365258712654
PTPRK	4.394376944957055	0.9295398559639036
BCL2	2.127633279725874	0.8440911339796318
CPEB3	1.01435529297707	0.8201226597648503
FH	7.2790069138073585	1.1246887446031502
CIC	3.3978029618624896	0.7979064367516322
ETV4	6.299208018387279	0.7796587109678077
NKX2-1	0.0426443374084937	1.0718710779684195
MSH6	5.383704292474052	1.0846926793175522
RARA	2.575312330687437	0.7796587109678077
EPAS1	6.690836097919134	1.0846926793175522
BRAF	3.0874628412503395	1.1055909752836306
IRF4	0.2265085298086797	0.9741458956612652
FAM135B	0.0976107966264223	0.7546623867889557
SDHC	7.1587611443104535	1.05865647399989
ERBB2	3.553360503335328	0.7796587109678077
CNBD1	0.0	1.026166065289686
PRKAR1A	5.978882028096418	0.4739242106035219
NF1	4.211790976252541	1.258099718246314
RBM10	5.021479727410452	0.966000808976188
RHOA	8.248402006143436	0.7888132558995893
KNSTRN	5.322288723570877	0.7951851451889291
SLC45A3	2.9818526532897405	1.054620354537401
BARD1	2.4436066514756147	1.0817146454462727
PRDM16	0.6135316529179271	0.7723368817386207
CRNKL1	5.02724253597374	1.3036672065503074
CCR7	0.933572638261024	0.7796587109678077
RET	2.776103988073164	0.8201226597648503
ZNF429	3.320484678017693	1.481636159019125
ZMYM2	4.352617298958503	0.9700362739903724
CTCF	5.518220380599588	1.100874842029493
CD274	0.6780719051126377	0.4798850978893766
ITK	0.0840642647884745	1.2163297236902886
LEF1	3.76234881564413	0.8387731937635629
STAT3	4.266786540694901	0.7796587109678077
MTOR	5.628773595201645	1.2645173005609385
GMPS	5.4886435398537845	0.8213756244871854
CBLC	2.780310099043376	0.7979064367516322
MUTYH	4.361768359419154	0.7926162167383937
BCL9L	5.47929524299885	1.436795116178942
MAP2K2	6.7571566256080855	1.0518179079347654
HNF1A	4.765534746362977	1.2432900114046634
CYLD	3.282439805006387	1.100874842029493
RNF213	4.245647773636751	0.7620757595805204
PML	3.910732661902913	1.290736829296198
CUL3	6.060695931687554	1.0817146454462727
RAD17	4.23189316164533	0.782188481037383
FKBP9	5.886062338345599	0.8476276744728999
EML4	6.373822187221653	1.0846926793175522
BRD4	5.724650271732967	1.481636159019125
DEK	6.4781628927376325	0.9741458956612652
PAX8	1.7004397181410922	1.1106464056404275
BRIP1	2.8659188145522125	0.8132205275243374
STAT5B	4.273515889702116	0.7796587109678077
TSHR	0.0285691521967709	1.0814709436201568
JAK2	0.8399595874895318	0.4798850978893766
FIP1L1	6.480265122054463	1.1025928607991082
BMPR1A	3.933572638261024	0.8201226597648503
HMGA1	8.453394111896742	0.8043819449325809
MAP3K1	2.855989697308481	0.782188481037383
AXIN2	0.2986583155645151	0.4739242106035219
KAT6A	3.949534933017012	0.7378165706214275
SALL4	2.3701642805402097	1.2278426902885853
FGFR1	4.345538310070007	0.7378165706214275
PPP6C	4.7718855785153655	0.986279866624034
TFE3	4.486714373030702	0.966000808976188
LRIG3	3.865918814552213	1.2676580351246265
NFKB2	2.6158870739160567	0.8201226597648503
TEC	1.6915341649192002	1.1025928607991082
ELF3	6.329841176530628	1.054620354537401
EPS15	3.821710215034674	0.8287370817939923
USP6	0.1110313123887439	1.089491754043872
ARHGEF10	4.032100843167024	0.7378165706214275
ATIC	7.524424179083942	1.0817146454462727
HIF1A	5.887768948647899	1.0814709436201568
SRSF3	8.706806798597533	0.8043819449325809
ARHGAP5	5.271649772457207	1.0718710779684195
RPL22	8.817974935510087	0.7723368817386207
TFPT	4.234961094839504	1.0826491773787252
PDCD1LG2	0.01435529297707	0.4798850978893766
GNAS	9.324810603420485	0.9886574415178108
CEP89	3.7729413378313352	1.195988164988144
ARID1B	4.428946344769483	0.9295398559639036
PLAG1	1.9855004303048849	1.026166065289686
RAC1	7.306699707272787	0.8476276744728999
